,brand_ods_id,replace,released_on,ticker_symbol,genres,data_profile_dcs_uid,data_profile_channel_type,data_profile_source_type,data_affiliation_active_flag,data_affiliation_start_date_key,data_affiliation_end_date_key,genre_list,top_genre,released_year,year_bin,budget,production_company,rating,source,franchise,DomesticGross,genre_grouped,inflated_budget,budget_cat,inflated_boxoffice,year_q_bin,rank,production_company_bin,clusters_3,clusters_4,clusters_5
254,43992,White House Down,2013-06-28,,"Action, Drama, Thriller",24ccfde4bddbd9205c4cd03e86965de1,twitter,search_term,t,101,7769,"['Action', 'Drama', 'Thriller']",Action,2013,3,150000000.0,Sony Pictures,PG-13,Original,No,73103784,Action,164616640.76,HighBudget,80227328.99,1,193,Top100+,0,0,3
255,61022,American Hustle,2013-12-13,,"Drama, Thriller, History",66c11b95667cbf1ede874c66660bc498,twitter,handle,t,101,7769,"['Drama', 'Thriller', 'History']",Drama,2013,3,40000000.0,Sony Pictures,R,Not Original,No,150098456,Drama,43897770.87,MediumBudget,164724690.74,1,193,Top100+,1,1,4
256,61005,The Book Thief,2013-11-08,,Drama,34d070115a3dd466aa102ef92aa243f9,facebook,page,t,101,7769,['Drama'],Drama,2013,3,19000000.0,20th Century Fox,PG-13,Not Original,No,21488481,Drama,20851441.16,MediumBudget,23582410.38,1,7,Top100,1,1,4
257,144115,The Way Back (2020),2020-03-06,T,"Drama, Sport",bee477d7fd1a140b3038e4a9a43763cf,twitter,handle,t,101,7769,"['Drama', 'Sport']",Drama,2020,10,30000000.0,Warner Bros.,R,Original,No,14700000,Drama,30000000.0,MediumBudget,14700000.0,5,1,Top5,1,1,4
258,60981,Battle of the Year,2013-09-20,,"Music, Drama",ea42e87a80322ef00e267b5f7bf94b3a,instagram,page,t,101,6766,"['Music', 'Drama']",Music,2013,3,20000000.0,Sony Pictures,R,Original,No,8888355,Family,21948885.43,MediumBudget,9754474.28,1,193,Top100+,1,1,4
259,29414,Kong: Skull Island,2017-03-10,T,"Fantasy, Action, Adventure",ae67539b836c29193b349b25ecc9a17e,twitter,search_term,t,101,7769,"['Fantasy', 'Action', 'Adventure']",Fantasy,2017,7,185000000.0,Warner Bros.,PG-13,Original,Yes,168052812,Fantasy,192953257.51,HighBudget,175277500.05,3,1,Top5,2,0,3
260,99094,Missing Link,2019-04-12,,"Animation, Comedy, Adventure",65da2ed03c8b2885cff81bb2192e42a4,facebook,search_term,t,101,7769,"['Animation', 'Comedy', 'Adventure']",Animation,2019,9,100000000.0,United Artists,PG,Original,No,26200000,Family,100000000.0,HighBudget,26200000.0,4,96,Top100,2,3,0
261,66611,Sicario: Day of the Soldado,2018-06-29,,"Action, Drama, Crime",43b561c15d529ee664f2762040677a99,facebook,search_term,t,101,7769,"['Action', 'Drama', 'Crime']",Action,2018,8,35000000.0,Sony Pictures,R,Original,Yes,50065850,Action,35634273.53,MediumBudget,50973148.38,3,193,Top100+,0,2,2
262,10613,Big Hero 6,2014-11-07,DIS,"Animation, Action, Comedy",2f543cb4ec1fd9cd2b5bf03f243c6e38,twitter,search_term,t,101,7769,"['Animation', 'Action', 'Comedy']",Animation,2014,4,165000000.0,Walt Disney Pictures,PG,Original,No,222527828,Family,178187702.98,HighBudget,240313469.82,1,4,Top5,2,3,0
263,85634,Breakthrough (2019),2019-04-17,FOXA,Drama,c4156787472695963813897a64d9a76b,instagram,page,t,101,7769,['Drama'],Drama,2019,9,14000000.0,20th Century Fox,PG,Not Original,No,50400000,Drama,14000000.0,MediumBudget,50400000.0,4,7,Top100,1,1,4
264,60435,Vampires Suck*,2010-08-18,FOXA,Comedy,9e93e4d3d4c72edc6010914742f5226a,twitter,search_term,t,101,7769,['Comedy'],Comedy,2010,1,20000000.0,20th Century Fox,PG-13,Original,No,81400000,Comedy,23448839.1,MediumBudget,95436775.12,1,7,Top100,1,1,4
265,82310,The Kitchen (2019),2019-09-20,T,"Drama, Crime, Action",f2e2230bab6e2dfb6597f1b06a196e9d,facebook,page,t,101,7769,"['Drama', 'Crime', 'Action']",Drama,2019,9,38000000.0,Warner Bros.,R,Not Original,No,16000000,Drama,38000000.0,MediumBudget,16000000.0,4,1,Top5,1,1,4
266,99093,The Prodigy,2019-02-08,,Horror,c543d838f9e9f0584a2bbd63f5823266,twitter,handle,t,101,7769,['Horror'],Horror,2019,9,6000000.0,Orion Pictures,R,Original,No,14856291,Horror,6000000.0,LowBudget,14856291.0,4,386,Top100+,0,2,2
267,101657,The Curse of La Llorona,2019-04-19,T,Horror,4d292695dfea6216fc522f72def0c237,facebook,search_term,t,101,7769,['Horror'],Horror,2019,9,9000000.0,Warner Bros.,R,Original,No,54733739,Horror,9000000.0,MediumBudget,54733739.0,4,1,Top5,0,2,2
268,134154,Lady and the Tramp,2019-11-12,DIS,"Drama, Comedy, Adventure",d29d94063a286689fb92c7105b73c7e4,twitter,search_term,t,101,7769,"['Drama', 'Comedy', 'Adventure']",Drama,2019,9,60000000.0,Walt Disney Pictures,PG,Remake,No,187000000,Drama,60000000.0,HighBudget,187000000.0,4,4,Top5,2,3,0
269,21184,A Cure for Wellness,2017-02-17,FOXA,"Action, Drama, Mystery, Horror",ebf83ede0012fe46dc071756961ce562,facebook,search_term,t,101,7769,"['Action', 'Drama', 'Mystery', 'Horror']",Action,2017,7,40000000.0,20th Century Fox,R,Original,No,26600000,Action,41719623.25,MediumBudget,27743549.46,3,7,Top100,0,2,2
270,10564,Dawn of the Planet of the Apes,2014-07-11,FOXA,"Action, Adventure, Drama",c325d4428a2f1aa53c52a283b99d7c98,twitter,search_term,t,101,7769,"['Action', 'Adventure', 'Drama']",Action,2014,4,170000000.0,20th Century Fox,PG-13,Original,Yes,208545589,Action,183587330.34,HighBudget,225213693.76,1,7,Top100,2,0,3
271,10680,Ted 2,2015-06-26,CMCSA,"Adventure, Romance, Comedy",f9af6267e987ebf63d6f1054efdfb171,twitter,search_term,t,101,7769,"['Adventure', 'Romance', 'Comedy']",Adventure,2015,5,68000000.0,Universal Pictures,R,Original,Yes,81476385,Adventure,73347921.6,HighBudget,87884169.1,2,3,Top5,2,0,3
272,61094,Veronica Mars (2014),2014-03-14,T,"Drama, Crime, Mystery",12c5709752142cbcaa984b13de407c6d,instagram,page,t,101,6766,"['Drama', 'Crime', 'Mystery']",Drama,2014,4,6000000.0,Warner Bros.,PG-13,Not Original,Yes,3500000,Drama,6479552.84,MediumBudget,3779739.15,1,1,Top5,0,2,4
273,24573,Sing,2016-12-21,CMCSA,"Animation, Comedy, Musical",95ba811dad8f3d285252ff73df78f46d,facebook,page,t,101,7769,"['Animation', 'Comedy', 'Musical']",Animation,2016,6,75000000.0,Universal Pictures,PG,Original,No,270329045,Family,79890557.09,HighBudget,287956506.69,2,3,Top5,2,3,0
274,13738,Kung Fu Panda 3,2016-01-29,FOXA,"Animation, Adventure, Action",a2a5fb3ab6aaa105895e3fee71950888,facebook,search_term,t,101,7769,"['Animation', 'Adventure', 'Action']",Animation,2016,6,140000000.0,20th Century Fox,PG,Original,Yes,143528619,Family,149129039.9,HighBudget,152887751.07,2,7,Top100,2,3,0
275,59524,First Man,2018-10-12,CMCSA,"Drama, Biography",ff203498c1fd8a6a67fcd50e133f2758,twitter,search_term,t,101,7769,"['Drama', 'Biography']",Drama,2018,8,60000000.0,Universal Pictures,PG-13,Original,No,44936545,Drama,61087326.05,HighBudget,45750889.6,3,3,Top5,1,1,4
276,60469,A Thousand Words,2012-03-09,VIA,"Comedy, Drama",0d9e3778ae07f67e1a202d32413ff125,twitter,handle,t,101,7769,"['Comedy', 'Drama']",Comedy,2012,2,40000000.0,Paramount Pictures,PG-13,Original,No,18450127,Comedy,44540799.75,MediumBudget,20544585.3,1,6,Top100,1,1,4
277,44876,Fifty Shades Freed,2018-02-09,CMCSA,Drama,081c50a54352bd68e146a42a03fafd91,facebook,search_term,t,101,7769,['Drama'],Drama,2018,8,50000000.0,Universal Pictures,R,Not Original,Yes,100407760,Drama,50906105.04,HighBudget,102227359.54,3,3,Top5,1,1,4
278,52632,A Bad Moms Christmas,2017-11-01,,Comedy,c59df8aa9a62e15b1a97a1da60e839e7,facebook,search_term,t,101,7769,['Comedy'],Comedy,2017,7,28000000.0,STX Entertainment,R,Original,Yes,72110659,Comedy,29203736.27,MediumBudget,75210738.14,3,219,Top100+,1,1,4
279,36323,The Emoji Movie,2017-07-28,,Animation,0d8ad8749f1ac8d6bd46b89d7274f465,twitter,search_term,t,101,7769,['Animation'],Animation,2017,7,50000000.0,Sony Pictures,PG,Original,No,86089513,Family,52149529.06,HighBudget,89790551.19,3,193,Top100+,2,3,0
280,10582,If I Stay,2014-08-22,T,Drama,07d08c663ca0fd0e0709c068bccfdca5,twitter,search_term,t,101,7769,['Drama'],Drama,2014,4,11000000.0,Warner Bros.,PG-13,Not Original,No,50474843,Drama,11879180.2,MediumBudget,54509068.68,1,1,Top5,1,1,4
281,60625,Hotel Transylvania,2012-09-28,,"Family, Animation, Comedy",77d5feb27341d1479d462b02aaf1ab37,twitter,search_term,t,101,7769,"['Family', 'Animation', 'Comedy']",Family,2012,2,85000000.0,Sony Pictures,PG,Original,Yes,148313048,Family,94649199.47,HighBudget,165149544.29,1,193,Top100+,2,3,0
282,27769,The Mountain Between Us,2017-10-06,FOXA,"Action, Drama, Adventure, Romance",f4913a0a76ebe54d868527affe100806,twitter,search_term,t,101,7769,"['Action', 'Drama', 'Adventure', 'Romance']",Action,2017,7,0.0,20th Century Fox,PG-13,Not Original,No,62800000,Action,0.0,LowBudget,65499808.49,3,7,Top100,1,1,4
283,73103,Epic (2013),2013-05-24,FOXA,"Adventure, Animation, Fantasy, Family, Comedy",3a1c87983df8708e280c26bf9c28719a,twitter,search_term,t,101,7769,"['Adventure', 'Animation', 'Fantasy', 'Family', 'Comedy']",Adventure,2013,3,100000000.0,20th Century Fox,PG,Not Original,No,268400000,Adventure,109744427.17,HighBudget,294554042.54,1,7,Top100,2,3,0
284,27968,Jason Bourne,2016-07-29,CMCSA,Action,e57e29bdc17f855cc8629b1b398d5401,instagram,page,t,101,6766,['Action'],Action,2016,6,120000000.0,Universal Pictures,PG-13,Not Original,Yes,162192920,Action,127824891.34,HighBudget,172769103.13,2,3,Top5,2,0,3
285,60497,Marley,2012-04-20,,"Biography, Documentary",11a7104f7bae690cd4c24c53f25e7382,twitter,search_term,t,101,7769,"['Biography', 'Documentary']",Biography,2012,2,0.0,Magnolia Pictures,PG-13,Original,No,1412000,Documentary,0.0,LowBudget,1572290.23,1,1805,Top100+,1,1,1
286,65478,Dumbo (2019),2019-03-29,DIS,"Animation, Family, Fantasy",c1c34931d6b7e87716fa0a7aff82267e,facebook,search_term,t,101,7769,"['Animation', 'Family', 'Fantasy']",Animation,2019,9,170000000.0,Walt Disney Pictures,PG,Remake,No,353300000,Family,170000000.0,HighBudget,353300000.0,4,4,Top5,2,3,0
287,61677,Mile 22,2018-08-17,,Action,f8eb342ec915781fac5c1eaf7f5c127d,twitter,search_term,t,101,7769,['Action'],Action,2018,8,35000000.0,STX Entertainment,R,Original,No,36108758,Action,35634273.53,MediumBudget,36763124.55,3,219,Top100+,0,2,2
288,51149,Wish Upon,2017-07-14,,"Thriller, Fantasy, Horror",658e3148701d829523d79d86d9ca8347,instagram,page,t,101,7769,"['Thriller', 'Fantasy', 'Horror']",Thriller,2017,7,12000000.0,Broad Green Pictures,PG-13,Original,No,14301505,Thriller,12515886.97,MediumBudget,14916335.01,3,1216,Top100+,0,2,2
289,10672,Insidious: Chapter 3,2015-06-05,CMCSA,Horror,975496d2b835df125edf55ada691afbe,twitter,search_term,t,101,7769,['Horror'],Horror,2015,5,10000000.0,Focus Features,PG,Original,Yes,113000000,Horror,10786459.06,MediumBudget,121886987.36,2,81,Top100,0,2,2
290,12495,Dear White People (2014),2014-10-17,,"Drama, Comedy",d7bcc6c1b517bd338d1aa7f453837670,twitter,search_term,t,101,7769,"['Drama', 'Comedy']",Drama,2014,4,1250000.0,Lionsgate,R,Original,No,5400000,Drama,1349906.84,LowBudget,5831597.55,1,19,Top100,1,1,4
291,59530,The Grinch,2018-11-09,CMCSA,"Animation, Family, Comedy",1f2c3a76df4679471ddbda0979f13838,twitter,search_term,t,101,7769,"['Animation', 'Family', 'Comedy']",Animation,2018,8,75000000.0,Universal Pictures,PG,Not Original,Yes,511600000,Family,76359157.56,HighBudget,520871266.75,3,3,Top5,2,3,0
292,90295,The Hate U Give,2018-10-19,FOXA,Crime,2a65693f06808f14ebbf25d8ac0ad778,instagram,page,t,101,7769,['Crime'],Crime,2018,8,23000000.0,20th Century Fox,PG-13,Not Original,No,29719483,Thriller,23416808.32,MediumBudget,30258062.47,3,7,Top100,0,2,2
293,52746,Proud Mary,2018-01-12,,"Action, Thriller",7bb8e0588605a324816a351976cb4983,twitter,search_term,t,101,7769,"['Action', 'Thriller']",Action,2018,8,30000000.0,Sony Pictures,R,Original,No,20868638,Action,30543663.02,MediumBudget,21246821.56,3,193,Top100+,0,2,2
294,33019,Despicable Me 3,2017-06-30,CMCSA,"Comedy, Family, Animation, Adventure",4bfb80ed5d2473a1b24f5f6a094644fe,twitter,handle,t,101,7769,"['Comedy', 'Family', 'Animation', 'Adventure']",Comedy,2017,7,75000000.0,Universal Pictures,PG,Original,Yes,264624300,Comedy,78224293.58,HighBudget,276000652.44,3,3,Top5,2,3,0
295,102549,Ben is Back,2018-12-07,,Drama,a111a3160c1c072a6e2e5abd6a7c2bf1,twitter,handle,t,101,7769,['Drama'],Drama,2018,8,13000000.0,Roadside Attractions,R,Original,No,3703182,Drama,13235587.31,MediumBudget,3770291.44,3,639,Top100+,1,1,4
296,13739,Mission: Impossible - Rogue Nation,2015-07-31,VIA,"Adventure, Thriller, Action",b678a7d85f4a64c7cac06ec9133c6591,facebook,search_term,t,101,7769,"['Adventure', 'Thriller', 'Action']",Adventure,2015,5,150000000.0,Paramount Pictures,PG-13,Not Original,Yes,682700000,Adventure,161796885.88,HighBudget,736391559.92,2,6,Top100,2,0,3
297,68237,Abominable,2019-09-27,CMCSA,"Animation, Action, Comedy",7f65a7b56aa36eaa085de2dc798f78c5,twitter,search_term,t,101,7769,"['Animation', 'Action', 'Comedy']",Animation,2019,9,75000000.0,Universal Pictures,PG,Original,No,60716390,Family,75000000.0,HighBudget,60716390.0,4,3,Top5,2,3,0
298,119290,The Art of Racing in the Rain,2019-08-09,FOXA,Drama,4f761cdcfa6891b65c72a7dcd44784ec,twitter,search_term,t,101,7769,['Drama'],Drama,2019,9,18000000.0,20th Century Fox,PG,Not Original,No,26402818,Drama,18000000.0,MediumBudget,26402818.0,4,7,Top100,1,1,4
299,43986,Despicable Me 2,2013-07-03,,"Family, Comedy, Animation",4bfb80ed5d2473a1b24f5f6a094644fe,twitter,handle,t,101,7769,"['Family', 'Comedy', 'Animation']",Family,2013,3,76000000.0,Universal Pictures,PG,Original,Yes,368065385,Family,83405764.65,HighBudget,403931248.4,1,3,Top5,2,3,0
300,125105,Loving Vincent,2017-09-22,,Animation,5bc3122ec9ef1ad3b3a335b4114caedb,twitter,search_term,t,101,7769,['Animation'],Animation,2017,7,5500000.0,Good Deed Entertainment,PG-13,Not Original,No,6735118,Family,5736448.2,LowBudget,7024664.64,3,4808,Top100+,2,3,0
301,34332,Dunkirk,2017-07-21,T,"Drama, History, Action",2629795ff95b1e19808785f009e68dc5,instagram,page,t,101,7769,"['Drama', 'History', 'Action']",Drama,2017,7,150000000.0,Warner Bros.,PG,Original,No,190068280,Drama,156448587.17,HighBudget,198239425.81,3,1,Top5,1,1,4
302,15765,Wreck-It Ralph,2012-11-02,,"Family, Animation, Comedy, Adventure",645fecb291085b7b31882d8187e9b542,facebook,page,t,101,7769,"['Family', 'Animation', 'Comedy', 'Adventure']",Family,2012,2,165000000.0,Walt Disney Pictures,PG,Original,Yes,189412677,Family,183730798.98,HighBudget,210914802.92,1,4,Top5,2,3,0
303,60663,Here Comes the Boom,2012-10-12,,"Comedy, Action",d428f1c0f8e5ed48ed8137f47eada90b,facebook,page,t,101,7769,"['Comedy', 'Action']",Comedy,2012,2,42000000.0,Sony Pictures,PG-13,Original,No,45290318,Comedy,46767839.74,MediumBudget,50431674.62,1,193,Top100+,0,0,4
304,10619,"McFarland, USA",2015-02-20,DIS,"Drama, Sport, Biography",9ed250e4c42362fbc8a2da7144bc79a7,facebook,page,t,101,7769,"['Drama', 'Sport', 'Biography']",Drama,2015,5,17000000.0,Walt Disney Pictures,PG,Not Original,No,44480275,Drama,18336980.4,MediumBudget,47978466.52,2,4,Top5,1,1,1
305,59214,Den of Thieves,2018-01-19,,"Crime, Action, Drama",8b80dd0c4f599e05826c5eee1036b36e,instagram,page,t,101,7769,"['Crime', 'Action', 'Drama']",Crime,2018,8,30000000.0,STX Entertainment,R,Original,No,44947622,Thriller,30543663.02,MediumBudget,45762167.33,3,219,Top100+,0,2,2
306,30429,Loving,2016-11-04,CMCSA,Drama,2c2e6c242f1655f9b9d9270dec48d33b,twitter,search_term,t,101,7769,['Drama'],Drama,2016,6,9000000.0,Focus Features,PG-13,Not Original,No,7710234,Drama,9586866.85,MediumBudget,8212998.53,2,81,Top100,1,1,4
307,10687,Miss Peregrine's Home for Peculiar Children,2016-09-30,FOXA,"Adventure, Action, Drama, Family",778d5d8a50f5441cb01bf661af3940bf,facebook,search_term,t,101,7769,"['Adventure', 'Action', 'Drama', 'Family']",Adventure,2016,6,110000000.0,20th Century Fox,PG-13,Not Original,No,296500000,Adventure,117172817.06,HighBudget,315834002.35,2,7,Top100,2,3,0
308,43994,Riddick,2013-09-06,CMCSA,"Thriller, Action, Sci Fi",c1bbe16818f3da5c32e05c50c2e83729,twitter,search_term,t,101,7769,"['Thriller', 'Action', 'Sci Fi']",Thriller,2013,3,38000000.0,Universal Pictures,R,Original,Yes,42025135,Thriller,41702882.33,MediumBudget,46120243.68,1,3,Top5,0,2,2
309,11391,The Fluffy Movie,2014-07-25,,Comedy,0a687750adc457070b8b2f84521107e8,twitter,handle,t,101,7769,['Comedy'],Comedy,2014,4,0.0,Open Road Films,PG-13,Not Original,No,2800000,Comedy,0.0,LowBudget,3023791.32,1,223,Top100+,1,1,4
310,10623,Exodus: Gods and Kings,2014-12-12,FOXA,Drama,a72c6c14b750d2d95f07ee267084a5b9,twitter,search_term,t,101,7769,['Drama'],Drama,2014,4,140000000.0,20th Century Fox,PG-13,Not Original,No,65014513,Drama,151189566.16,HighBudget,70210828.68,1,7,Top100,1,1,4
311,10567,Planes: Fire & Rescue,2014-07-18,DIS,"Adventure, Animation, Comedy",2fafe8b7fb75e1827fb662386f558c23,facebook,search_term,t,101,7769,"['Adventure', 'Animation', 'Comedy']",Adventure,2014,4,50000000.0,Walt Disney Pictures,PG,Original,No,147000000,Adventure,53996273.63,HighBudget,158749044.47,1,4,Top5,2,3,0
312,24737,Passengers,2016-12-21,,"Adventure, Sci Fi",137abc5795629d37e25ba894eca4d301,facebook,page,t,101,7769,"['Adventure', 'Sci Fi']",Adventure,2016,6,110000000.0,Sony Pictures,PG-13,Original,No,100014699,Adventure,117172817.06,HighBudget,106536400.27,2,193,Top100+,2,0,3
313,10573,Get On Up,2014-08-01,CMCSA,"Biography, Music, Drama",f3ee1e81ab60a489dbb8aa75d4ed8d3e,twitter,handle,t,101,7769,"['Biography', 'Music', 'Drama']",Biography,2014,4,30000000.0,Universal Pictures,PG-13,Not Original,No,30600000,Documentary,32397764.18,MediumBudget,33045719.46,1,3,Top5,1,1,1
314,82287,Little,2019-04-12,CMCSA,Documentary,a1b0a715256462b9e593730f6dd5cf90,twitter,search_term,t,101,7769,['Documentary'],Documentary,2019,9,20000000.0,Universal Pictures,PG-13,Original,No,49000000,Documentary,20000000.0,MediumBudget,49000000.0,4,3,Top5,1,1,1
315,44919,Mortal Engines,2018-12-14,CMCSA,Sci Fi,ec95f1f36c23af582b2614c93dea11f4,twitter,search_term,t,101,7769,['Sci Fi'],Sci Fi,2018,8,100000000.0,Universal Pictures,PG-13,Not Original,No,15951040,Fantasy,101812210.08,HighBudget,16240106.35,3,3,Top5,2,0,3
316,124556,Ma (2019),2019-05-31,CMCSA,Thriller,cfe548b78b96b19132f68c20a35b7cd0,facebook,page,t,101,7769,['Thriller'],Thriller,2019,9,5000000.0,Universal Pictures,R,Original,No,61100000,Thriller,5000000.0,LowBudget,61100000.0,4,3,Top5,0,2,2
317,16071,Warcraft,2016-06-10,CMCSA,"Adventure, Action, Fantasy",d72906d3e6e5295ea71af14adbdd3710,twitter,search_term,t,101,7769,"['Adventure', 'Action', 'Fantasy']",Adventure,2016,6,160000000.0,Universal Pictures,PG-13,Not Original,No,47365290,Adventure,170433188.45,HighBudget,50453858.73,2,3,Top5,2,0,3
318,57721,American Assassin,2017-09-15,LGF.A,"Action, Thriller",7d2d775873c26805642a7f33a57f3de9,twitter,search_term,t,101,7769,"['Action', 'Thriller']",Action,2017,7,63000000.0,Lionsgate,R,Not Original,No,36249674,Action,65708406.61,HighBudget,37808068.55,3,19,Top100,0,0,3
319,10529,Captain America: The Winter Soldier,2014-04-04,,"Action, Adventure, Sci Fi",1695a003721e57f0ac49e7ed8c95ddb3,twitter,search_term,t,101,7769,"['Action', 'Adventure', 'Sci Fi']",Action,2014,4,170000000.0,Walt Disney Pictures,PG-13,Not Original,Yes,259746958,Action,183587330.34,HighBudget,280507356.37,1,4,Top5,2,0,3
320,13371,Jem and the Holograms,2015-10-23,CMCSA,"Adventure, Fantasy, Music",cd632687f52a924560ed242be4446514,instagram,page,t,101,6766,"['Adventure', 'Fantasy', 'Music']",Adventure,2015,5,5000000.0,Universal Pictures,PG,Not Original,No,2184640,Adventure,5393229.53,LowBudget,2356452.99,2,3,Top5,2,3,0
321,24358,The Neon Demon,2016-06-24,,"Horror, Thriller",bad6578e560edd74b2ca5651a7e516f0,twitter,handle,t,101,7769,"['Horror', 'Thriller']",Horror,2016,6,7500000.0,Broad Green Pictures,R,Original,No,1333124,Horror,7989055.71,MediumBudget,1420053.59,2,1216,Top100+,0,2,2
322,12355,The 5th Wave,2016-01-22,,"Sci Fi, Adventure, Action",d90fbc69425181f176dc70ee3291e665,facebook,search_term,t,101,7769,"['Sci Fi', 'Adventure', 'Action']",Sci Fi,2016,6,38000000.0,Sony Pictures,PG-13,Not Original,No,34912982,Fantasy,40477882.26,MediumBudget,37189567.75,2,193,Top100+,2,0,3
323,25856,Hidden Figures,2016-12-25,FOXA,Drama,bc4311bc7f4f9a1ea9d6e5345dc6e318,facebook,search_term,t,101,7769,['Drama'],Drama,2016,6,25000000.0,20th Century Fox,PG,Not Original,No,169607287,Drama,26630185.7,MediumBudget,180666941.93,2,7,Top100,1,1,4
324,71920,Fighting With My Family,2019-02-22,,"Biography, Drama, Comedy",8d6dcda2cbe5b1b80adc32d578d5c39e,facebook,page,t,101,7769,"['Biography', 'Drama', 'Comedy']",Biography,2019,9,11000000.0,Metro-Goldwyn-Mayer Pictures,PG-13,Not Original,No,22958583,Documentary,11000000.0,MediumBudget,22958583.0,4,20,Top100,1,1,1
325,120523,Brian Banks,2019-08-09,,Drama,8f3cefff3d69a1009c200cb2aed39422,twitter,search_term,t,101,7769,['Drama'],Drama,2019,9,10000000.0,Memphis Mountaintop Media,PG-13,Not Original,No,4376820,Drama,10000000.0,MediumBudget,4376820.0,4,2659,Top100+,1,1,4
326,115693,The Good Liar,2019-11-15,T,Drama,e31412748c6adc370d32ab05da2697ea,instagram,page,t,101,7769,['Drama'],Drama,2019,9,10000000.0,Warner Bros.,R,Not Original,No,17156058,Drama,10000000.0,MediumBudget,17156058.0,4,1,Top5,1,1,4
327,63811,The Happytime Murders,2018-08-24,,"Comedy, Crime, Mystery",5e060b531bdb06edb5cca6e286faf4b4,instagram,page,t,101,7769,"['Comedy', 'Crime', 'Mystery']",Comedy,2018,8,40000000.0,STX Entertainment,R,Original,No,20706452,Comedy,40724884.03,MediumBudget,21081696.41,3,219,Top100+,0,2,2
328,61023,Saving Mr. Banks,2013-12-13,,Drama,d15a06da23613ed4b562b4b001ce9151,twitter,search_term,t,101,7769,['Drama'],Drama,2013,3,35000000.0,Walt Disney Pictures,PG-13,Not Original,No,83299761,Drama,38410549.51,MediumBudget,91416845.55,1,4,Top5,1,1,4
329,14243,Alvin and the Chipmunks: The Road Chip,2015-12-18,FOXA,"Animation, Comedy, Adventure",9e823c18a0886dbc9937af9785743225,facebook,search_term,t,101,7769,"['Animation', 'Comedy', 'Adventure']",Animation,2015,5,90000000.0,20th Century Fox,PG,Not Original,Yes,85886987,Family,97078131.53,HighBudget,92641646.89,2,7,Top100,2,3,0
330,21183,When the Bough Breaks,2016-09-09,,"Drama, Horror, Crime",30f5a664b51511754d934a1a29056e0d,twitter,search_term,t,101,7769,"['Drama', 'Horror', 'Crime']",Drama,2016,6,10000000.0,Sony Pictures,PG-13,Original,No,29747603,Drama,10652074.28,MediumBudget,31687367.68,2,193,Top100+,0,2,2
331,99091,Green Book,2018-11-16,CMCSA,"Drama, Comedy",85e92b5c4d7ca1e9a703f419b17d92a1,instagram,page,t,101,7769,"['Drama', 'Comedy']",Drama,2018,8,23000000.0,Universal Pictures,PG-13,Not Original,No,85080171,Drama,23416808.32,MediumBudget,86622002.43,3,3,Top5,1,1,4
332,44910,Alita: Battle Angel,2019-02-14,FOXA,"Romance, Action, Adventure",09bc286f8652b5181261f22a148b5248,facebook,search_term,t,101,7769,"['Romance', 'Action', 'Adventure']",Romance,2019,9,170000000.0,20th Century Fox,PG-13,Not Original,No,85710210,Drama,170000000.0,HighBudget,85710210.0,4,7,Top100,1,1,4
333,60632,E.T. the Extra-Terrestrial,2012-10-03,CMCSA,"Family, Adventure, Sci Fi, Drama",1fa1f06d7b7c891c31075545a7d2bfba,facebook,page,t,101,7769,"['Family', 'Adventure', 'Sci Fi', 'Drama']",Family,2012,2,10500000.0,Universal Pictures,PG,Original,No,792900000,Family,11691959.94,MediumBudget,882910003.1,1,3,Top5,2,3,0
334,44900,Rampage,2018-04-13,T,"Action, Adventure, Sci Fi",48dd62024fc7011d8eb49d9c1ffc3838,instagram,page,t,101,7769,"['Action', 'Adventure', 'Sci Fi']",Action,2018,8,120000000.0,Warner Bros.,PG-13,Not Original,No,101028233,Action,122174652.09,HighBudget,102859076.82,3,1,Top5,2,0,3
335,12966,The Peanuts Movie,2015-11-06,FOXA,"Comedy, Animation, Adventure",2e849ea7a4ebc059b4bc9f384e2d8280,twitter,search_term,t,101,7769,"['Comedy', 'Animation', 'Adventure']",Comedy,2015,5,99000000.0,20th Century Fox,G,Not Original,Yes,130178411,Comedy,106785944.68,HighBudget,140416410.06,2,7,Top100,2,3,0
336,52114,Mission: Impossible - Fallout,2018-07-27,VIA,"Adventure, Action, Thriller",5c167d05dfc4aaaed12c91c6c706cc5f,twitter,search_term,t,101,7769,"['Adventure', 'Action', 'Thriller']",Adventure,2018,8,178000000.0,Paramount Pictures,PG-13,Not Original,Yes,791100000,Adventure,181225733.93,HighBudget,805436393.91,3,6,Top100,2,0,3
337,10625,Annie,2014-12-19,,"Comedy, Drama, Family",e105e530c3e1b4f06ac174f7579ccc53,facebook,page,t,101,7769,"['Comedy', 'Drama', 'Family']",Comedy,2014,4,65000000.0,Sony Pictures,PG,Remake,No,85911262,Comedy,70195155.72,HighBudget,92777760.22,1,193,Top100+,2,3,0
338,82046,Second Act,2018-12-21,,"Comedy, Romance",85dfc17321e033a2efdc2c475d8460b1,twitter,search_term,t,101,7769,"['Comedy', 'Romance']",Comedy,2018,8,15700000.0,STX Entertainment,PG-13,Original,No,39282227,Comedy,15984516.98,MediumBudget,39994103.48,3,219,Top100+,1,1,4
