,brand_ods_id,replace,released_on,ticker_symbol,genres,data_profile_dcs_uid,data_profile_channel_type,data_profile_source_type,data_affiliation_active_flag,data_affiliation_start_date_key,data_affiliation_end_date_key,genre_list,top_genre,released_year,year_bin
0,41301,Blade Runner 2049 ,2017-10-06,T,Sci Fi,45b03b4ab3e6e5781426f83613af0807,instagram,page,t,101,7769,['Sci Fi'],Sci Fi,2017,2
1,25859,Geostorm ,2017-10-20,T,"Action, Sci Fi",ea5eb96fa2d53c68a7fec4a76636c6ff,twitter,search_term,t,101,7769,"['Action', 'Sci Fi']",Action,2017,2
2,44895,Ready Player One ,2018-03-29,T,"Sci Fi, Action, Thriller",31e9bbe160e77e8558e35bb5c5bd7089,facebook,search_term,t,101,7769,"['Sci Fi', 'Action', 'Thriller']",Sci Fi,2018,3
3,10617,Fury ,2014-10-17,,"Action, Drama, War",6c7dc49a1cece02cc80d0826e6424df2,facebook,search_term,t,101,7769,"['Action', 'Drama', 'War']",Action,2014,1
4,10607,Nightcrawler ,2014-10-31,,"Crime, Thriller, Drama",aaec8ee14f2e372b8e35a72ee9613ca1,twitter,search_term,t,101,7769,"['Crime', 'Thriller', 'Drama']",Crime,2014,1
5,13370,Crimson Peak ,2015-10-16,CMCSA,Horror,7034ae8af3651572a1622a96f47334b4,twitter,search_term,t,101,7769,['Horror'],Horror,2015,1
6,13731,The Hunger Games: Mockingjay - Part 2 ,2015-11-20,LGF.A,"Adventure, Sci Fi, Action",02b7c6aa78a2cd57bd043918c5d5e8c2,twitter,search_term,t,101,7769,"['Adventure', 'Sci Fi', 'Action']",Adventure,2015,1
7,10681,Terminator Genisys ,2015-07-01,VIA,"Adventure, Action, Sci Fi",d2f99b8dac22b2e68723d8a66d422a2e,twitter,search_term,t,101,7769,"['Adventure', 'Action', 'Sci Fi']",Adventure,2015,1
8,10645,Fifty Shades of Grey ,2015-02-13,CMCSA,"Romance, Drama",d42138ae16d3c385c9dd963d5da3c006,facebook,search_term,t,101,7769,"['Romance', 'Drama']",Romance,2015,1
9,16912,The Huntsman: Winter's War ,2016-04-22,CMCSA,"Adventure, Action, Drama",cdec6aa592e773c0a06c1a18475c9137,twitter,handle,t,101,7769,"['Adventure', 'Action', 'Drama']",Adventure,2016,2
10,61030,Lone Survivor ,2013-12-25,,"Thriller, Drama, Action",05d39e206275e09dac2b0af56d621111,twitter,search_term,t,101,7769,"['Thriller', 'Drama', 'Action']",Thriller,2013,1
11,10579,The Expendables 3 ,2014-08-15,LGF.A,"Thriller, Action, Adventure",dfd89537d8007542bfccaffe80946a93,twitter,search_term,t,101,7769,"['Thriller', 'Action', 'Adventure']",Thriller,2014,1
12,120946,Tolkien ,2019-05-10,FOXA,"Biography, Drama",23541e1c4f911a14a52c907611a9aefd,twitter,search_term,t,101,7769,"['Biography', 'Drama']",Biography,2019,4
13,13731,The Hunger Games: Mockingjay - Part 2 ,2015-11-20,LGF.A,"Adventure, Sci Fi, Action",f09790d9877b86251b945c5bcbfc314a,facebook,search_term,t,101,7769,"['Adventure', 'Sci Fi', 'Action']",Adventure,2015,1
14,13748,Black or White ,2015-01-30,,Drama,637a263f4a4eca220157a3dd29109495,twitter,search_term,t,101,7769,['Drama'],Drama,2015,1
15,10652,Chappie ,2015-03-06,,"Action, Drama, Crime",26a04152a6a42d3a06867e8c0826bbce,facebook,search_term,t,101,7769,"['Action', 'Drama', 'Crime']",Action,2015,1
16,81770,Booksmart ,2019-05-24,,Comedy,19ff42efb3bd7a568c18b47925f33e38,twitter,search_term,t,101,7769,['Comedy'],Comedy,2019,4
17,59526,The Girl in the Spider's Web: A New Dragon Tattoo Story ,2018-11-09,,"Drama, Thriller, Crime",6c3db9d62d8b1adf32b40421c92ea7ba,twitter,search_term,t,101,7769,"['Drama', 'Thriller', 'Crime']",Drama,2018,3
18,18142,Finding Dory ,2016-06-17,DIS,"Adventure, Comedy, Animation, Family",8f7bb90e40b240552e1d3e8f97c77ba7,twitter,search_term,t,101,7769,"['Adventure', 'Comedy', 'Animation', 'Family']",Adventure,2016,2
19,34329,War for the Planet of the Apes ,2017-07-14,FOXA,"Adventure, Action, Drama",d5b8c4cd79bbe465e9993ebd936ed6c7,twitter,search_term,t,101,7769,"['Adventure', 'Action', 'Drama']",Adventure,2017,2
20,61012,The Best Man Holiday ,2013-11-15,,Comedy,ab42866ba6b494a5da227f14cf5de871,twitter,search_term,t,101,7769,['Comedy'],Comedy,2013,1
21,59761,Dear John ,2010-02-05,FOXA,"Romance, War, Drama",bf5a73d7177fc181cfd936f7753492e7,twitter,handle,t,101,7769,"['Romance', 'War', 'Drama']",Romance,2010,1
22,11447,The Second Best Exotic Marigold Hotel ,2015-03-06,FOXA,"Drama, Comedy",b735aca1bd93ffee5faada37a7319832,twitter,search_term,t,101,7769,"['Drama', 'Comedy']",Drama,2015,1
23,17328,Fifty Shades Darker ,2017-02-10,CMCSA,"Drama, Romance",856335518445171e7e7b31325702251b,facebook,search_term,t,101,7769,"['Drama', 'Romance']",Drama,2017,2
24,16068,Zootopia ,2016-03-04,DIS,"Adventure, Action, Animation",a0c07b93d87c80b31565f12f46c26513,twitter,handle,t,101,7769,"['Adventure', 'Action', 'Animation']",Adventure,2016,2
25,74542,Hellboy (2019) ,2019-04-12,LGF.A,"Fantasy, Action, Adventure",99e7e302b61349c337485c1cc5350898,twitter,search_term,t,101,7769,"['Fantasy', 'Action', 'Adventure']",Fantasy,2019,4
26,82308,Dora and The Lost City of Gold ,2019-08-09,VIA,"Action, Family, Adventure",05ae6a6134ded763c80e231c7d6c7427,facebook,page,t,101,7769,"['Action', 'Family', 'Adventure']",Action,2019,4
27,61881,The Croods 2 ,2020-12-23,FOXA,Animation,4eca004a6a7586e87446cccf1aa40f5a,twitter,search_term,t,101,7769,['Animation'],Animation,2020,5
28,61019,Inside Llewyn Davis ,2013-12-06,CBS,Drama,913ac2c91ca72fccb6c156486b3b2293,facebook,page,t,101,7769,['Drama'],Drama,2013,1
29,10652,Chappie ,2015-03-06,,"Action, Drama, Crime",914267451a93ab40de2db60bc6b61b60,twitter,search_term,t,101,7769,"['Action', 'Drama', 'Crime']",Action,2015,1
30,153817,When Lambs Become Lions ,2019-11-22,,Documentary,f88444d201efb3fe177647f27118917d,instagram,page,t,101,7769,['Documentary'],Documentary,2019,4
31,18142,Finding Dory ,2016-06-17,DIS,"Adventure, Comedy, Animation, Family",c145153c8c0090cd8ad8bcc1a4bc9d1b,instagram,page,t,101,7769,"['Adventure', 'Comedy', 'Animation', 'Family']",Adventure,2016,2
32,75348,Pet Sematary ,2019-04-05,VIA,Horror,d4b370f4293634bde77bd5b12f5db3b2,twitter,search_term,t,101,7769,['Horror'],Horror,2019,4
33,10608,Kingsman: The Secret Service ,2015-02-13,FOXA,"Comedy, Action, Adventure",2a90637c6d6bb5e9f2a12ac6999ddddc,twitter,search_term,t,101,7769,"['Comedy', 'Action', 'Adventure']",Comedy,2015,1
34,13732,The Good Dinosaur ,2015-11-25,DIS,"Adventure, Comedy, Animation",d6cfdd8ddb2e4b993bb98edd34288afa,twitter,search_term,t,101,7769,"['Adventure', 'Comedy', 'Animation']",Adventure,2015,1
35,25363,The Strangers: Prey at Night ,2018-03-09,,Horror,83dccced4c1942f05001fb645ac6e875,twitter,search_term,t,101,7769,['Horror'],Horror,2018,3
36,70716,Teen Titans Go! to the Movies ,2018-07-27,T,"Animation, Action, Comedy",84f8d1a7c34fe8ba2707da7b4af92fc9,facebook,search_term,t,101,7769,"['Animation', 'Action', 'Comedy']",Animation,2018,3
37,36917,The Resurrection of Gavin Stone ,2017-01-20,,"Romance, Comedy, Family",c8142d6ceb92cbc9daa4aca3aed879ec,facebook,search_term,t,101,7769,"['Romance', 'Comedy', 'Family']",Romance,2017,2
38,40681,Lowriders ,2017-05-12,,Drama,312393fa1a812cdb2d372a258a7b0426,facebook,search_term,t,101,7769,['Drama'],Drama,2017,2
39,52743,White Boy Rick ,2018-09-14,,"Crime, Drama",ed548600dfe090a08d9479777a549682,twitter,search_term,t,101,7769,"['Crime', 'Drama']",Crime,2018,3
40,153817,When Lambs Become Lions ,2019-11-22,,Documentary,20963cd071e5337a840d59ef8f49b6f8,twitter,search_term,t,101,7769,['Documentary'],Documentary,2019,4
41,74542,Hellboy (2019) ,2019-04-12,LGF.A,"Fantasy, Action, Adventure",1034a0b969ee8d0be9477085186e2348,twitter,search_term,t,101,7769,"['Fantasy', 'Action', 'Adventure']",Fantasy,2019,4
42,10644,The SpongeBob Movie: Sponge Out of Water ,2015-02-06,VIA,"Animation, Comedy, Adventure",d70ed887b304d49be1bbb22606b49503,facebook,search_term,t,101,7769,"['Animation', 'Comedy', 'Adventure']",Animation,2015,1
43,157713,Spiral (2020) ,2020-05-15,,"Thriller, Horror",ea1abb3eb2e45c1b32cec424cc1325cf,twitter,search_term,t,101,7769,"['Thriller', 'Horror']",Thriller,2020,5
44,44906,Ocean's 8 ,2018-06-08,T,Crime,02df078d4f9a0284031b363f7a46007b,twitter,search_term,t,101,7769,['Crime'],Crime,2018,3
45,16905,Pride and Prejudice and Zombies ,2016-02-05,,"Action, Horror, Romance",59b322c39d31b89705785763462f3ad6,instagram,page,t,101,6766,"['Action', 'Horror', 'Romance']",Action,2016,2
46,10560,Deliver Us From Evil ,2014-07-02,,"Thriller, Horror, Crime",449aed5dd5c860f73011c284aba86c12,twitter,search_term,t,101,7769,"['Thriller', 'Horror', 'Crime']",Thriller,2014,1
47,30357,Don't Breathe ,2016-08-26,,"Thriller, Horror",bb0cb3f87eb66c8f10f3287d54548cde,facebook,page,t,101,7769,"['Thriller', 'Horror']",Thriller,2016,2
48,19583,Assassin's Creed Movie ,2016-12-21,FOXA,"Action, Adventure, Drama",6458f20913ce8126257421eeffca39b5,twitter,search_term,t,101,7769,"['Action', 'Adventure', 'Drama']",Action,2016,2
49,13731,The Hunger Games: Mockingjay - Part 2 ,2015-11-20,LGF.A,"Adventure, Sci Fi, Action",0d834f61daaf136da525a71e14c8a479,facebook,search_term,t,101,7769,"['Adventure', 'Sci Fi', 'Action']",Adventure,2015,1
50,10668,Pitch Perfect 2 ,2015-05-15,CMCSA,"Musical, Music, Comedy",5655084775824d24d2de814190fbae2f,facebook,page,t,101,7769,"['Musical', 'Music', 'Comedy']",Musical,2015,1
51,44912,A Star is Born ,2018-10-05,T,"Romance, Drama, Musical",28a35e1f240d8ea6e94c6b667271753b,twitter,handle,t,101,7769,"['Romance', 'Drama', 'Musical']",Romance,2018,3
52,10677,Fantastic Four ,2015-08-07,FOXA,"Sci Fi, Action, Fantasy",4b0483429920d9a96a6de9eb8ebabcda,facebook,search_term,t,101,7769,"['Sci Fi', 'Action', 'Fantasy']",Sci Fi,2015,1
53,55296,Jigsaw ,2017-10-27,LGF.A,Horror,76f9ee084b651c72df5eed7516089a59,facebook,search_term,t,101,7769,['Horror'],Horror,2017,2
54,144124,The Warrior Queen of Jhansi ,2019-11-15,,Drama,9bad65c51e27aa148966735eeff500cc,twitter,handle,t,101,7769,['Drama'],Drama,2019,4
55,10657,Insurgent ,2015-03-20,LGF.A,"Adventure, Sci Fi, Thriller",f10eca72a4215d121c175ab7e7bbb671,facebook,search_term,t,101,7769,"['Adventure', 'Sci Fi', 'Thriller']",Adventure,2015,1
56,32591,Hell or High Water ,2016-08-12,LGF.A,"Drama, Crime",9ed6018ddd38141210d624b74224a3d3,twitter,search_term,t,101,7769,"['Drama', 'Crime']",Drama,2016,2
57,48923,Isle of Dogs ,2018-03-23,FOXA,"Adventure, Animation, Comedy",f0024deb36dc7845532e61a5d8144bd5,facebook,search_term,t,101,7769,"['Adventure', 'Animation', 'Comedy']",Adventure,2018,3
58,89184,The Favourite ,2018-11-23,FOXA,"Biography, History",6840b01f45d5a8b842f9c1b932608bce,twitter,search_term,t,101,7769,"['Biography', 'History']",Biography,2018,3
59,59672,500 Days of Summer* ,,FOXA,Romance,2e310842b487cdd42dbd542f8c03770c,facebook,page,t,101,7769,['Romance'],Romance,,
60,39898,The LEGO NINJAGO Movie ,2017-09-22,T,"Action, Animation",f4a462bb56cd296d96e4c4b133b67a2c,twitter,search_term,t,101,7769,"['Action', 'Animation']",Action,2017,2
61,172914,Venom 2 ,2020-10-02,,"Comedy, Horror, Action",4c7e020e7bb89021d926c358f92ff7c4,twitter,search_term,t,101,7769,"['Comedy', 'Horror', 'Action']",Comedy,2020,5
62,15663,Hellboy (2004) ,2004-04-02,,"Sci Fi, Action, Fantasy",2f63ac34eda50799351b95fb7b0a2b48,twitter,search_term,t,101,7769,"['Sci Fi', 'Action', 'Fantasy']",Sci Fi,2004,1
63,87237,Whitney (2018) ,2018-07-06,,"Music, Documentary",7844eda573a9c0ae6251da6b121a97a6,facebook,search_term,t,101,7769,"['Music', 'Documentary']",Music,2018,3
64,71918,Every Day ,2018-02-23,,Drama,81c3a6098d17f794c4aa652838c01150,twitter,search_term,t,101,7769,['Drama'],Drama,2018,3
65,42159,The Circle (2017) ,2017-04-28,,"Sci Fi, Thriller, Drama",9ee081daa82f9130cf3093c1f01548f1,twitter,handle,t,101,7769,"['Sci Fi', 'Thriller', 'Drama']",Sci Fi,2017,2
66,18916,Star Trek Beyond ,2016-07-22,VIA,"Adventure, Sci Fi, Action",970c417fd0c6445bb7e5dafce1da0a8c,twitter,search_term,t,101,7769,"['Adventure', 'Sci Fi', 'Action']",Adventure,2016,2
67,59508,The Darkest Minds ,2018-08-03,FOXA,"Sci Fi, Thriller",48cf19ee8e378112002f0b028ce42aae,twitter,search_term,t,101,7769,"['Sci Fi', 'Thriller']",Sci Fi,2018,3
68,60990,Machete Kills ,2013-10-11,,"Action, Thriller, Crime",373da81c024eabfd57989de1b454a4b8,twitter,search_term,t,101,7769,"['Action', 'Thriller', 'Crime']",Action,2013,1
69,59478,Holmes & Watson ,2018-12-25,,"Comedy, Mystery, Adventure",762af2278f216ab78998528eb0b1dd0f,twitter,search_term,t,101,7769,"['Comedy', 'Mystery', 'Adventure']",Comedy,2018,3
70,48946,Slender Man ,2018-08-10,,Horror,f2d4a4d9411d66e473707b23b4cd3239,facebook,search_term,t,101,7769,['Horror'],Horror,2018,3
71,59534,Ralph Breaks the Internet ,2018-11-21,DIS,"Adventure, Animation, Comedy",b6e18e43c40cd154a93d1b5aabce6ae0,facebook,search_term,t,101,7769,"['Adventure', 'Animation', 'Comedy']",Adventure,2018,3
72,13736,Sisters (2015) ,2015-12-18,CMCSA,"Comedy, Action",f1a8519db8dd08de8402def1ae35f75f,facebook,search_term,t,101,7769,"['Comedy', 'Action']",Comedy,2015,1
73,10606,Dracula Untold ,2014-10-10,CMCSA,"Action, Drama, Fantasy",f1dc78ce91b0936ea2359c7892ddb8ab,facebook,search_term,t,101,7769,"['Action', 'Drama', 'Fantasy']",Action,2014,1
74,13731,The Hunger Games: Mockingjay - Part 2 ,2015-11-20,LGF.A,"Adventure, Sci Fi, Action",53f7bb44d59aeb05fd6cb21623cecddd,twitter,search_term,t,101,7769,"['Adventure', 'Sci Fi', 'Action']",Adventure,2015,1
75,67010,Super Troopers 2 ,2018-04-20,FOXA,Comedy,268a58666d4d493974cefdf6c4796b30,twitter,search_term,t,101,7769,['Comedy'],Comedy,2018,3
76,144124,The Warrior Queen of Jhansi ,2019-11-15,,Drama,da329d854075558c0e6cba96d572bfe5,instagram,page,t,101,7769,['Drama'],Drama,2019,4
77,67018,"Where'd You Go, Bernadette? ",2019-08-16,,Comedy,f61b73f03703cd00f21d2d0d2f7d3a02,twitter,search_term,t,101,7769,['Comedy'],Comedy,2019,4
78,59196,Deadpool 2 ,2018-05-18,FOXA,"Comedy, Action, Adventure",eb059492532b482f53a36843db366e3f,twitter,search_term,t,101,7769,"['Comedy', 'Action', 'Adventure']",Comedy,2018,3
79,13956,Masterminds ,2016-09-30,,"Crime, Comedy, Action",4b3ea17e560306edf38a66b945a37ccb,facebook,search_term,t,101,7769,"['Crime', 'Comedy', 'Action']",Crime,2016,2
80,138367,Spaceballs ,1987-06-26,,"Comedy, Sci Fi",d0182958d7894b896536b09d105276ae,twitter,search_term,t,101,7769,"['Comedy', 'Sci Fi']",Comedy,1987,1
81,57724,The Shape of Water ,2017-12-01,FOXA,"Adventure, Drama, Fantasy",41bc6225556fb87c194cbf00bce83096,facebook,page,t,101,7769,"['Adventure', 'Drama', 'Fantasy']",Adventure,2017,2
82,70712,Long Shot (2019) ,2019-05-03,LGF.A,Comedy,cfed0f2a4076d292a1d5719b764bc7ec,twitter,search_term,t,101,7769,['Comedy'],Comedy,2019,4
83,10645,Fifty Shades of Grey ,2015-02-13,CMCSA,"Romance, Drama",50d3b45f020fb7d4b654751ff0542c4e,facebook,search_term,t,101,7769,"['Romance', 'Drama']",Romance,2015,1
84,79523,The First Purge ,2018-07-04,CMCSA,"Action, Horror, Sci Fi",b3a2f0ed8b99216ed991a4894a77f472,facebook,page,t,101,7769,"['Action', 'Horror', 'Sci Fi']",Action,2018,3
85,139991,Doctor Strange in the Multiverse of Madness ,2021-11-05,,"Fantasy, Action, Horror",514a957b9c423a6280360383bef485e3,twitter,handle,t,101,7769,"['Fantasy', 'Action', 'Horror']",Fantasy,2021,5
86,10550,The Fault in Our Stars ,2014-06-06,FOXA,"Romance, Drama",6a605a25f4a07e507bb2c94932045e3a,facebook,search_term,t,101,7769,"['Romance', 'Drama']",Romance,2014,1
87,17328,Fifty Shades Darker ,2017-02-10,CMCSA,"Drama, Romance",425f22f98540cb764323b864854513e4,twitter,search_term,t,101,7769,"['Drama', 'Romance']",Drama,2017,2
88,61018,Out of the Furnace ,2013-12-04,,Thriller,4f2c92d7a7599c0a7bd395180a3d9753,facebook,search_term,t,101,7769,['Thriller'],Thriller,2013,1
89,10608,Kingsman: The Secret Service ,2015-02-13,FOXA,"Comedy, Action, Adventure",a0320caaa255e5f902f10eed39259be2,facebook,search_term,t,101,7769,"['Comedy', 'Action', 'Adventure']",Comedy,2015,1
90,10533,Heaven Is for Real ,2014-04-16,,Drama,6fd1381ce9cc81b61bbc3adab330ed9a,twitter,search_term,t,101,7769,['Drama'],Drama,2014,1
91,74544,Shaft (2019) ,2019-06-14,T,Action,4a763e13959b665fe4b91eafa14c3e91,facebook,search_term,t,101,7769,['Action'],Action,2019,4
92,12999,Hotel Transylvania 2 ,2015-09-25,,"Family, Comedy, Animation",905ab05650bb659ca60f2498056913b5,twitter,search_term,t,101,7769,"['Family', 'Comedy', 'Animation']",Family,2015,1
93,10657,Insurgent ,2015-03-20,LGF.A,"Adventure, Sci Fi, Thriller",e33bfc32f2d7fb9443085579b306e535,twitter,search_term,t,101,7769,"['Adventure', 'Sci Fi', 'Thriller']",Adventure,2015,1
94,10657,Insurgent ,2015-03-20,LGF.A,"Adventure, Sci Fi, Thriller",da6d8079e5e7612b3bd1740975002c5a,twitter,search_term,t,101,7769,"['Adventure', 'Sci Fi', 'Thriller']",Adventure,2015,1
95,60922,How to Make Money Selling Drugs ,2013-06-28,,Documentary,4da816bf8b03fead842227b8794aa730,twitter,search_term,t,101,7769,['Documentary'],Documentary,2013,1
96,10661,The Longest Ride ,2015-04-10,FOXA,Drama,6091ff65d7b42a1d612687dd27721dec,twitter,handle,t,101,7769,['Drama'],Drama,2015,1
97,60901,The Purge (2013) ,2013-06-07,,"Thriller, Sci Fi, Horror",b3a2f0ed8b99216ed991a4894a77f472,facebook,page,t,101,7769,"['Thriller', 'Sci Fi', 'Horror']",Thriller,2013,1
98,40351,Birth of the Dragon ,2017-08-25,,Action,c6e47adad9e70247ceb104e25009d557,twitter,search_term,t,101,7769,['Action'],Action,2017,2
99,91713,A Dog's Journey ,2019-05-17,CMCSA,Family,2b58bf23857743917cd52ead4d1a4820,twitter,search_term,t,101,7769,['Family'],Family,2019,4
100,59521,Venom (2018) ,2018-10-05,,"Action, Thriller, Horror",4c7e020e7bb89021d926c358f92ff7c4,twitter,search_term,t,101,7769,"['Action', 'Thriller', 'Horror']",Action,2018,3
101,18917,Ice Age: Collision Course ,2016-07-22,FOXA,"Animation, Adventure, Comedy, Action",77bb5c33066472f404caf7a7d7cb273d,facebook,search_term,t,101,7769,"['Animation', 'Adventure', 'Comedy', 'Action']",Animation,2016,2
102,41142,The Star ,2017-11-17,,Animation,06c9069599806b2d24102152b3f8649c,twitter,search_term,t,101,7769,['Animation'],Animation,2017,2
103,54412,"Three Billboards Outside Ebbing, Missouri ",2017-11-10,FOXA,Crime,de0dadfabadc939b388124ac819006fe,twitter,search_term,t,101,7769,['Crime'],Crime,2017,2
104,59462,Tyler Perry's Boo 2! A Madea Halloween ,2017-10-20,LGF.A,Comedy,7ef87d35e5895e85cb99ad1cd74b0849,twitter,search_term,t,101,7769,['Comedy'],Comedy,2017,2
105,61252,American Pie ,,CMCSA,Comedy,bc711f076f03d12f3237e12ee4584bcd,facebook,search_term,t,101,7769,['Comedy'],Comedy,,
106,81768,The Hustle ,2019-05-10,,Comedy,e5bb13ec696514c2874244541e452375,facebook,page,t,101,7769,['Comedy'],Comedy,2019,4
107,13257,Captain America: Civil War ,2016-05-06,DIS,"Action, Sci Fi, Thriller",1697dc5d0312d3e7eace346d38c4d6dd,twitter,search_term,t,101,7769,"['Action', 'Sci Fi', 'Thriller']",Action,2016,2
108,18913,The Purge: Election Year ,2016-07-01,CMCSA,"Action, Horror, Thriller",b3a2f0ed8b99216ed991a4894a77f472,facebook,page,t,101,7769,"['Action', 'Horror', 'Thriller']",Action,2016,2
109,18913,The Purge: Election Year ,2016-07-01,CMCSA,"Action, Horror, Thriller",61166046b7fb27a3cbea3a41e6feb5bc,facebook,search_term,t,101,7769,"['Action', 'Horror', 'Thriller']",Action,2016,2
110,30355,Bad Moms ,2016-07-29,,Comedy,8bd36c0bf70947593c640ad8b94d300a,facebook,search_term,t,101,7769,['Comedy'],Comedy,2016,2
111,61881,The Croods 2 ,2020-12-23,FOXA,Animation,9b2f330cd4583390449bacab8e2513aa,twitter,handle,t,101,7769,['Animation'],Animation,2020,5
112,18921,King Arthur: Legend of the Sword ,2017-05-12,T,"Action, Adventure, Drama",e14977b788fbfd572240e9cccefdc0f8,facebook,search_term,t,101,7769,"['Action', 'Adventure', 'Drama']",Action,2017,2
113,10608,Kingsman: The Secret Service ,2015-02-13,FOXA,"Comedy, Action, Adventure",dd8ca18a7470c710fe307ab3a2a46513,twitter,search_term,t,101,7769,"['Comedy', 'Action', 'Adventure']",Comedy,2015,1
114,93706,The Old Man & the Gun ,2018-09-28,FOXA,"Drama, Comedy, Crime",c76b2a5b2d00a8036af5441f2bcbcffb,twitter,search_term,t,101,7769,"['Drama', 'Comedy', 'Crime']",Drama,2018,3
115,71783,Crazy Rich Asians ,2018-08-15,T,Comedy,4ce8723dfcbddfceb30f8c5658f5b22b,twitter,search_term,t,101,7769,['Comedy'],Comedy,2018,3
116,30431,Manchester By the Sea ,2016-11-18,,Drama,f2f7696aa40b751f3ac12d76a71a451c,instagram,page,t,101,6766,['Drama'],Drama,2016,2
117,44885,The Meg ,2018-08-10,T,"Action, Sci Fi, Horror",ff31952062024d9bfa755c9da47b6065,twitter,search_term,t,101,7769,"['Action', 'Sci Fi', 'Horror']",Action,2018,3
118,105567,Cold Pursuit ,2019-02-08,LGF.A,"Drama, Thriller, Action",0b89a3c921efe14f378962d8b477a3c8,twitter,search_term,t,101,7769,"['Drama', 'Thriller', 'Action']",Drama,2019,4
119,71924,Vice (2018) ,2018-12-25,,"Drama, Biography",131dfd7d7423a8af6eb14f8efc57752c,facebook,search_term,t,101,7769,"['Drama', 'Biography']",Drama,2018,3
120,5871,Divergent,2014-03-21,,"Sci Fi, Adventure, Mystery",b8a828a43f20ef5499eb75b937e8a42d,facebook,search_term,t,101,7769,"['Sci Fi', 'Adventure', 'Mystery']",Sci Fi,2014,1
121,12999,Hotel Transylvania 2 ,2015-09-25,,"Family, Comedy, Animation",824e7417085a5c9e61d0797e9a6155e5,facebook,search_term,t,101,7769,"['Family', 'Comedy', 'Animation']",Family,2015,1
122,16902,The Gift (2015) ,2015-08-07,,"Mystery, Thriller",5181872215eec9a191f1e93f76c4acec,twitter,search_term,t,101,7769,"['Mystery', 'Thriller']",Mystery,2015,1
123,34334,Girls Trip ,2017-07-21,CMCSA,Comedy,92971c589f917d143dde599611e13cb7,twitter,search_term,t,101,7769,['Comedy'],Comedy,2017,2
124,60531,Madagascar 3: Europe's Most Wanted ,2012-06-08,FOXA,"Comedy, Adventure, Animation, Family",9b2f330cd4583390449bacab8e2513aa,twitter,handle,t,101,7769,"['Comedy', 'Adventure', 'Animation', 'Family']",Comedy,2012,1
125,10608,Kingsman: The Secret Service ,2015-02-13,FOXA,"Comedy, Action, Adventure",a63862c8bdeebcb991960ebb0292cb98,facebook,search_term,t,101,7769,"['Comedy', 'Action', 'Adventure']",Comedy,2015,1
126,89180,The Hunt (2020) ,2020-03-13,CMCSA,"Horror, Thriller, Action",cfc39a0746f8ff7b531339c9bced8e77,twitter,search_term,t,101,7769,"['Horror', 'Thriller', 'Action']",Horror,2020,5
127,75348,Pet Sematary ,2019-04-05,VIA,Horror,d6e668d6854881c28556c64eee374b47,twitter,search_term,t,101,7769,['Horror'],Horror,2019,4
128,44885,The Meg ,2018-08-10,T,"Action, Sci Fi, Horror",042f93bd2cfdf716e98fe336a3d5af90,instagram,page,t,101,7769,"['Action', 'Sci Fi', 'Horror']",Action,2018,3
129,10643,Seventh Son ,2015-02-06,CMCSA,"Family, Adventure, Fantasy",7a371d696479e4d3ea3cd9c967da3cce,facebook,search_term,t,101,7769,"['Family', 'Adventure', 'Fantasy']",Family,2015,1
130,10657,Insurgent ,2015-03-20,LGF.A,"Adventure, Sci Fi, Thriller",4dfb5c4866f01309133bf598ebb2c6cb,facebook,search_term,t,101,7769,"['Adventure', 'Sci Fi', 'Thriller']",Adventure,2015,1
131,91712,Escape Room ,2019-01-04,,"Horror, Thriller",2a57a5e38dff9245a6c5cfe79e5fce38,twitter,search_term,t,101,7769,"['Horror', 'Thriller']",Horror,2019,4
132,91704,Good Boys ,2019-08-16,CMCSA,Comedy,5af02093580d465f17e6a3fa2af62154,twitter,search_term,t,101,7769,['Comedy'],Comedy,2019,4
133,61651,Madagascar ,2005-05-27,FOXA,"Adventure, Animation, Comedy",9b2f330cd4583390449bacab8e2513aa,twitter,handle,t,101,7769,"['Adventure', 'Animation', 'Comedy']",Adventure,2005,1
134,40341,The Belko Experiment ,2017-03-17,,"Thriller, Action, Horror",b5d733948b20d5a96b7d3d017672ec03,twitter,search_term,t,101,7769,"['Thriller', 'Action', 'Horror']",Thriller,2017,2
135,59757,Kung Fu Panda ,2008-06-06,FOXA,"Adventure, Animation, Action",9b2f330cd4583390449bacab8e2513aa,twitter,handle,t,101,7769,"['Adventure', 'Animation', 'Action']",Adventure,2008,1
136,63335,Tyler Perry's A Madea Family Funeral ,2019-03-01,LGF.A,Comedy,b5d5b62ab19c8482d881c642122f265e,facebook,search_term,t,101,7769,['Comedy'],Comedy,2019,4
137,144124,The Warrior Queen of Jhansi ,2019-11-15,,Drama,4dd56db9cff52fe0d0779f332080e8ca,twitter,search_term,t,101,7769,['Drama'],Drama,2019,4
138,13260,Thor: Ragnarok ,2017-11-03,DIS,"Comedy, Action, Fantasy, Adventure",4e2dd8bb6fbc0c4fe95e17e5c2c755e2,twitter,search_term,t,101,7769,"['Comedy', 'Action', 'Fantasy', 'Adventure']",Comedy,2017,2
139,89180,The Hunt (2020) ,2020-03-13,CMCSA,"Horror, Thriller, Action",e537fbfa9fde88b372a325d9bb9e4bc7,instagram,page,t,101,7769,"['Horror', 'Thriller', 'Action']",Horror,2020,5
