,brand_ods_id,replace,released_on,ticker_symbol,genres,data_profile_dcs_uid,data_profile_channel_type,data_profile_source_type,data_affiliation_active_flag,data_affiliation_start_date_key,data_affiliation_end_date_key,genre_list,top_genre,released_year,year_bin,budget,production_company,rating,source,franchise,DomesticGross,genre_grouped,inflated_budget,budget_cat,inflated_boxoffice,year_q_bin,rank,production_company_bin,cluster_id
186,10589,No Good Deed,2014-09-12,,Thriller,53bcb72f7989d788e06ed47adaf9ecfb,instagram,page,t,101,6766,['Thriller'],Thriller,2014,4,13200000.0,Sony Pictures,PG-13,Original,No,52543632,Thriller,-0.7548777301722548,MediumBudget,-0.40563882462942613,1,193,Top100+,9
187,31119,Cafe Society,2016-07-15,,"Comedy, Drama, Romance",0cfeea181af07ed07048711587320b53,twitter,search_term,t,101,7769,"['Comedy', 'Drama', 'Romance']",Comedy,2016,6,30000000.0,Lionsgate,PG-13,Original,No,43800000,Comedy,-0.5019221250631358,MediumBudget,-0.4555083830593009,2,19,Top100,9
188,27188,Boo! A Madea Halloween,2016-10-21,LGF.A,"Comedy, Drama",d7734bf7435bef02f51426321335f756,twitter,search_term,t,101,7769,"['Comedy', 'Drama']",Comedy,2016,6,20000000.0,Lionsgate,PG-13,Not Original,Yes,74800000,Comedy,-0.6541434936993668,MediumBudget,-0.29225425930308246,2,19,Top100,7
189,144118,Emma (2020),2020-03-06,CMCSA,"Drama, Comedy",ceda1a3fd979640740836dccfea1a766,twitter,search_term,t,101,7769,"['Drama', 'Comedy']",Drama,2020,10,0.0,Focus Features,PG,Remake,No,25200000,Drama,-0.9585862309718284,LowBudget,-0.5615847820474877,5,81,Top100,6
190,10628,Into The Woods,2014-12-25,DIS,"Comedy, Adventure, Drama",b3e4998c5f7182908f2f04e651337da4,twitter,handle,t,101,7769,"['Comedy', 'Adventure', 'Drama']",Comedy,2014,4,56200000.0,Walt Disney Pictures,PG,Not Original,No,213100000,Comedy,-0.0912818564593915,HighBudget,0.4515758571028328,1,4,Top5,1
191,60605,Resident Evil: Retribution,2012-09-14,,"Action, Sci Fi, Horror, Thriller",1da246fbb900747dba6143039df2bafa,twitter,search_term,t,101,7769,"['Action', 'Sci Fi', 'Horror', 'Thriller']",Action,2012,2,65000000.0,Sony Pictures,R,Not Original,Yes,42345531,Action,0.07572874334690836,HighBudget,-0.45305369477329055,1,193,Top100+,1
192,27765,A Dog's Purpose,2017-01-27,CMCSA,"Drama, Comedy",9ce68c4e7c05f87d5ba0989a625fc62a,instagram,page,t,101,7769,"['Drama', 'Comedy']",Drama,2017,7,25000000.0,Universal Pictures,PG,Not Original,Yes,205700000,Drama,-0.5859699461721277,MediumBudget,0.37450586715563217,3,3,Top5,4
193,61101,Island of Lemurs: Madagascar,2014-04-04,T,Documentary,503bdedbf83969e2ffba4f2239807802,instagram,page,t,101,6766,['Documentary'],Documentary,2014,4,75000000.0,Warner Bros.,G,Not Original,No,132000000,Documentary,0.19884843245425346,HighBudget,0.01858081893205181,1,1,Top5,1
194,25858,The Dark Tower (2017),2017-08-04,,"Fantasy, Adventure, Action",1d1dc131220f8b9a52d6e578979beaec,twitter,search_term,t,101,7769,"['Fantasy', 'Adventure', 'Action']",Fantasy,2017,7,60000000.0,Sony Pictures,PG-13,Not Original,No,113200000,Fantasy,-0.06430714748112745,HighBudget,-0.10246340301697315,3,193,Top100+,0
195,44000,RoboCop (2014),2014-02-12,,"Sci Fi, Action",b2845724d26d7806962832489b289c39,facebook,search_term,t,101,7769,"['Sci Fi', 'Action']",Sci Fi,2014,4,120000000.0,Sony Pictures,PG-13,Remake,Yes,242600000,Fantasy,0.8933092305956444,HighBudget,0.6090771348469057,1,193,Top100+,4
196,60979,Insidious: Chapter 2,2013-09-13,,"Horror, Thriller",1e96b538fbcdff6e2d5ee8a0c6664af4,twitter,search_term,t,101,7769,"['Horror', 'Thriller']",Horror,2013,3,5000000.0,FilmDistrict,PG-13,Original,Yes,161900000,Horror,-0.8801721753171996,LowBudget,0.19224001398639956,1,335,Top100+,8
197,139034,A Hidden Life,2019-12-13,FOXA,Drama,63a669b4b6d713be3432ce3ffc73e229,twitter,search_term,t,101,7769,['Drama'],Drama,2019,9,8000000.0,Fox Searchlight Pictures,PG-13,Not Original,No,4100000,Drama,-0.84426380727485,MediumBudget,-0.665900736387868,4,79,Top100,0
198,44893,Robin Hood (2018),2018-11-21,LGF.A,Adventure,ee7f68760a364e0c7ffa74d1412e91ae,twitter,handle,t,101,7769,['Adventure'],Adventure,2018,8,99000000.0,Lionsgate,PG-13,Not Original,No,85800000,Adventure,0.481791822910279,HighBudget,-0.25429827816673783,3,19,Top100,0
199,36696,Blair Witch,2016-09-16,LGF.A,"Thriller, Horror",a63efa8863e7e205e5dd5211ec242186,twitter,search_term,t,101,7769,"['Thriller', 'Horror']",Thriller,2016,6,10000000.0,Lionsgate,R,Original,No,20777061,Thriller,-0.8063648623355976,MediumBudget,-0.5767532131414419,2,19,Top100,3
200,13003,The Jungle Book (2016),2016-04-15,DIS,"Adventure, Drama, Fantasy",d0b16fab945426c711c77967ea3fe8e9,facebook,search_term,t,101,7769,"['Adventure', 'Drama', 'Fantasy']",Adventure,2016,6,175000000.0,Walt Disney Pictures,PG,Not Original,No,966600000,Adventure,1.7052877197335023,HighBudget,4.404198243213592,2,4,Top5,1
201,13261,Black Panther,2018-02-16,DIS,"Sci Fi, Action, Adventure",05938eb70975afcc15723c295dce2c04,facebook,search_term,t,101,7769,"['Sci Fi', 'Action', 'Adventure']",Sci Fi,2018,8,200000000.0,Walt Disney Pictures,PG-13,Not Original,Yes,700059566,Fantasy,1.9512684234581537,HighBudget,2.8375635232851475,3,4,Top5,7
202,60946,2 Guns,2013-08-02,CMCSA,"Drama, Thriller, Action, Crime",db966ae301c11f86d0900ddb8f5af7d1,twitter,search_term,t,101,7769,"['Drama', 'Thriller', 'Action', 'Crime']",Drama,2013,3,61000000.0,Universal Pictures,R,Not Original,No,75612460,Drama,-0.0019347521568407818,HighBudget,-0.27592487958901785,1,3,Top5,5
203,61016,Homefront,2013-11-27,,"Thriller, Action",e923c5c679d820f4f141020a4050ba00,facebook,search_term,t,101,7769,"['Thriller', 'Action']",Thriller,2013,3,22000000.0,Open Road Films,R,Not Original,No,20158492,Thriller,-0.6135643861486229,MediumBudget,-0.5767979955356908,1,223,Top100+,5
204,13733,Krampus,2015-12-04,CMCSA,"Comedy, Horror, Fantasy",7fc0c1d8e908f98603054564bde7549c,facebook,search_term,t,101,7769,"['Comedy', 'Horror', 'Fantasy']",Comedy,2015,5,15000000.0,Universal Pictures,PG-13,Original,No,42725475,Comedy,-0.7273735791879349,MediumBudget,-0.45832850634930544,2,3,Top5,9
205,37217,Oz the Great and Powerful,2013-03-08,DIS,"Family, Adventure, Fantasy",72e227a761bce14504fbea296b5d99dc,facebook,page,t,101,7769,"['Family', 'Adventure', 'Fantasy']",Family,2013,3,200000000.0,Walt Disney Pictures,PG,Not Original,Yes,234770996,Family,2.1779759944988077,HighBudget,0.5876116062559963,1,4,Top5,4
206,52116,Hotel Transylvania 3: Summer Vacation,2018-07-13,,"Family, Animation, Comedy",7021fda0ea36a7232947956243db6830,twitter,search_term,t,101,7769,"['Family', 'Animation', 'Comedy']",Family,2018,8,65000000.0,Sony Pictures,PG,Original,Yes,167500092,Family,-0.012883468264221364,HighBudget,0.1569373095442132,3,193,Top100+,6
207,13746,Criminal (2016),2016-04-15,LGF.A,"Drama, Action, Crime",5ebe9b9c2c9b15cd388c88124478eb4e,twitter,search_term,t,101,7769,"['Drama', 'Action', 'Crime']",Drama,2016,6,31500000.0,Summit Entertainment,R,Original,No,38800000,Drama,-0.4790889197962819,MediumBudget,-0.48183969334894117,2,25,Top100,3
208,121645,One Child Nation,2019-08-09,,Documentary,5fb4cd643a6b9e678240635f58bde441,instagram,page,t,101,7769,['Documentary'],Documentary,2019,9,0.0,Amazon Studios,R,Not Original,No,271841,Documentary,-0.9585862309718284,LowBudget,-0.6848267107694659,4,482,Top100+,5
209,150413,Richard Jewell,2019-12-13,T,Drama,793ca6f2b62341abd8b92719275944b3,twitter,search_term,t,101,7769,['Drama'],Drama,2019,9,45000000.0,Warner Bros.,R,Not Original,No,22345542,Drama,-0.3155225976763246,MediumBudget,-0.5756968915448589,4,1,Top5,5
210,43376,Midnight Sun,2018-03-23,,Drama,7add10a93e7aa8c54a6e8c8dc4105c22,twitter,search_term,t,101,7769,['Drama'],Drama,2018,8,2800000.0,Global Road Entertainment,PG-13,Remake,No,9561064,Drama,-0.9178482658398183,LowBudget,-0.6380452591139946,3,1237,Top100+,8
211,41149,The Greatest Showman,2017-12-20,FOXA,"Musical, Biography, Drama",3724696a3ade3f6138e8187dd2349f32,instagram,page,t,101,7769,"['Musical', 'Biography', 'Drama']",Musical,2017,7,84000000.0,20th Century Fox,PG,Not Original,No,174340174,Family,0.2934044858008306,HighBudget,0.21280129070253204,3,7,Top100,1
212,18137,Miracles from Heaven,2016-03-16,,Drama,bef4c62d5e6634621ae11fe52a0a3a27,facebook,page,t,101,7769,['Drama'],Drama,2016,6,13000000.0,Sony Pictures,PG,Not Original,No,61705123,Drama,-0.7606984518018896,MediumBudget,-0.3612153132056375,2,193,Top100+,1
213,19629,The Night Before,2015-11-20,,Comedy,8d153f42f7035a6e0999f098857706a4,twitter,search_term,t,101,7769,['Comedy'],Comedy,2015,5,25000000.0,Sony Pictures,R,Original,No,43035725,Comedy,-0.573231811332006,MediumBudget,-0.4566740360323191,2,193,Top100+,3
214,120522,Poms,2019-05-10,,Comedy,f128bf41dc2813ef37b6f42b7d96c3a8,twitter,handle,t,101,7769,['Comedy'],Comedy,2019,9,10000000.0,STX Entertainment,PG-13,Original,No,13631124,Comedy,-0.8156832013506053,MediumBudget,-0.6187799640657589,4,219,Top100+,9
215,71501,Beautiful Boy,2018-10-12,AMZN,Drama,a35d1304f9d91fb6a9d628812cffe067,facebook,page,t,101,7769,['Drama'],Drama,2018,8,25000000.0,Amazon Studios,R,Not Original,No,7634767,Drama,-0.5948543991502179,MediumBudget,-0.6477412320337055,3,482,Top100+,5
216,21407,Valerian and the City of a Thousand Planets,2017-07-21,,"Action, Sci Fi",1293b84cfa6430399642b6c34353514d,facebook,page,t,101,7769,"['Action', 'Sci Fi']",Action,2017,7,180000000.0,STX Entertainment,PG-13,Not Original,No,40479370,Action,1.7242510193573715,HighBudget,-0.47744184424797587,3,219,Top100+,0
217,127554,Lucy in the Sky,2019-10-04,FOXA,"Sci Fi, Drama",ae4853e57cfce714ec73bbbdbe8736e4,instagram,page,t,101,7769,"['Sci Fi', 'Drama']",Sci Fi,2019,9,27000000.0,Fox Searchlight Pictures,R,Original,No,319976,Fantasy,-0.5727480509945261,MediumBudget,-0.6845887369086993,4,79,Top100,3
218,98621,Stuber,2019-07-12,FOXA,"Comedy, Action",2c80dbbd99810cf4195721caa0d7be66,facebook,search_term,t,101,7769,"['Comedy', 'Action']",Comedy,2019,9,16000000.0,20th Century Fox,R,Original,No,22370452,Comedy,-0.7299413835778715,MediumBudget,-0.5755737393921282,4,7,Top100,3
219,33059,Cars 3,2017-06-16,DIS,"Animation, Adventure, Comedy",99d52ba2d0189fabec23748226ff73f9,facebook,page,t,101,7769,"['Animation', 'Adventure', 'Comedy']",Animation,2017,7,175000000.0,Walt Disney Pictures,G,Original,Yes,152901115,Family,1.649727762483173,HighBudget,0.10225240074125864,3,4,Top5,6
220,40335,The Promise,2017-04-21,,"History, Drama",220251940939775547e74ee525e7a500,twitter,search_term,t,101,7769,"['History', 'Drama']",History,2017,7,90000000.0,Open Road Films,PG-13,Original,No,8224288,Documentary,0.38283239419277154,HighBudget,-0.64376274068277,3,223,Top100+,9
221,12357,Sausage Party,2016-08-12,,"Adventure, Animation, Comedy",0d212a5cea2b203fb7a641089b616b24,facebook,search_term,t,101,7769,"['Adventure', 'Animation', 'Comedy']",Adventure,2016,6,19000000.0,Sony Pictures,R,Original,No,97670358,Adventure,-0.6693656305915705,MediumBudget,-0.1718129607294004,2,193,Top100+,3
222,32806,T2 Trainspotting,2017-03-17,,Drama,d7d0e4c9e86a2efcad1675117e4cd7bc,twitter,search_term,t,101,7769,['Drama'],Drama,2017,7,18000000.0,Sony Pictures,R,Not Original,Yes,51012359,Drama,-0.6903025059389084,MediumBudget,-0.4231292812573934,3,193,Top100+,1
223,61092,Need for Speed,2014-03-14,,Action,b85925bbd07642e0223cc34c08071a15,instagram,page,t,101,7769,['Action'],Action,2014,4,66000000.0,Walt Disney Pictures,PG-13,Not Original,No,43568507,Action,0.059956272883136486,HighBudget,-0.45355725364252775,1,4,Top5,0
224,61096,Sabotage,2014-03-28,,"Drama, Action, Thriller",885ab6760680b01064ab0c67dac7a44f,twitter,search_term,t,101,7769,"['Drama', 'Action', 'Thriller']",Drama,2014,4,35000000.0,Open Road Films,R,Original,No,10508518,Drama,-0.4184500546872698,MediumBudget,-0.6300654064987026,1,223,Top100+,3
225,36483,Alpha (2018),2018-08-17,,"Action, Drama, Thriller",ea5f7e8f1623ecb08823f98bdf666ad6,twitter,search_term,t,101,7769,"['Action', 'Drama', 'Thriller']",Action,2018,8,51000000.0,Sony Pictures,PG-13,Original,No,99600000,Action,-0.21657329406717493,HighBudget,-0.18483628649397468,3,193,Top100+,9
226,41146,Pitch Perfect 3,2017-12-22,CMCSA,"Comedy, Music",6f646e0c4327971e6bfc444d213f4767,facebook,search_term,t,101,7769,"['Comedy', 'Music']",Comedy,2017,7,45000000.0,Universal Pictures,PG-13,Not Original,Yes,104897530,Comedy,-0.28787691838952845,MediumBudget,-0.1452744630845722,3,3,Top5,7
227,10610,Ouija,2014-10-24,CMCSA,"Thriller, Action, Adventure",6ff5c65668607f475b2bce1b8c52a62e,facebook,search_term,t,101,7769,"['Thriller', 'Action', 'Adventure']",Thriller,2014,4,5000000.0,Universal Pictures,PG-13,Not Original,Yes,50856010,Thriller,-0.8814239201148638,LowBudget,-0.4146490830008911,1,3,Top5,7
228,37022,Justice League,2017-11-17,T,"Action, Fantasy, Adventure",3b2f9ef00082107d406db0c1013cc15f,facebook,search_term,t,101,7769,"['Action', 'Fantasy', 'Adventure']",Action,2017,7,300000000.0,Warner Bros.,PG-13,Not Original,Yes,229024295,Action,3.5128091863387736,HighBudget,0.49477583428901406,3,1,Top5,7
229,10692,Wish I Was Here,2014-07-18,CMCSA,"Drama, Comedy",e98fd7b143bc81ad5b95a416dd9cecec,twitter,search_term,t,101,7769,"['Drama', 'Comedy']",Drama,2014,4,6000000.0,Focus Features,R,Original,No,3591299,Drama,-0.8659914578291483,MediumBudget,-0.6669966211202638,1,81,Top100,3
230,13009,Suicide Squad,2016-08-05,T,Action,61df2cd68664abc055113e79bf44ae2c,facebook,page,t,101,7769,['Action'],Action,2016,6,175000000.0,Warner Bros.,PG-13,Not Original,Yes,325100054,Action,1.7052877197335023,HighBudget,1.0258914179786762,2,1,Top5,7
231,134714,Harriet,2019-11-01,CMCSA,Drama,e60f2c9238350c267bf5f636d825a8e0,twitter,search_term,t,101,7769,['Drama'],Drama,2019,9,17000000.0,Focus Features,PG-13,Not Original,No,43082155,Drama,-0.7156510806157492,MediumBudget,-0.4731774804130042,4,81,Top100,0
232,10604,The Best of Me,2014-10-17,,"Romance, Drama",e21799cc7de87962ad1b6d176cc3cd22,facebook,search_term,t,101,7769,"['Romance', 'Drama']",Romance,2014,4,26000000.0,Relativity Media,PG-13,Not Original,No,26766213,Drama,-0.5573422142583868,MediumBudget,-0.5432651442988098,1,8,Top100,0
233,10591,The Maze Runner,2014-09-19,FOXA,"Mystery, Action, Sci Fi",3d19b6083b8d68e6f60ed61770783976,twitter,search_term,t,101,7769,"['Mystery', 'Action', 'Sci Fi']",Mystery,2014,4,34000000.0,20th Century Fox,PG-13,Not Original,No,102427862,Thriller,-0.4338825168300821,MediumBudget,-0.13930560547740067,1,7,Top100,0
234,63333,Acrimony,2018-03-30,LGF.A,"Comedy, Drama",42cd8c365dc6330ec740e5fc7dbf5e89,twitter,search_term,t,101,7769,"['Comedy', 'Drama']",Comedy,2018,8,20000000.0,Lionsgate,R,Original,No,43549096,Comedy,-0.6676007654573788,MediumBudget,-0.4669672594181327,3,19,Top100,3
235,18811,Spotlight (2015),2015-11-06,,Thriller,e99679b3f64f753f7f1a119e40f3941a,twitter,search_term,t,101,7769,['Thriller'],Thriller,2015,5,20000000.0,Lionsgate,R,Not Original,No,98300000,Thriller,-0.6503026952599704,MediumBudget,-0.16196621827996066,2,19,Top100,5
236,82291,Miss Bala,2019-02-01,,"Thriller, Action, Drama",71046f83960077e8d6d56b8f37cc5104,twitter,handle,t,101,7769,"['Thriller', 'Action', 'Drama']",Thriller,2019,9,15000000.0,Sony Pictures,PG-13,Remake,No,14998027,Thriller,-0.7442316865399938,MediumBudget,-0.6120221540688049,4,193,Top100+,8
237,79435,Adrift,2018-06-01,,"Drama, Action, Adventure",3b275279827e6ceb041276f69981f759,twitter,search_term,t,101,7769,"['Drama', 'Action', 'Adventure']",Drama,2018,8,35000000.0,STX Entertainment,PG-13,Not Original,No,31445011,Drama,-0.4493616663929929,MediumBudget,-0.5278929008415819,3,219,Top100+,0
238,13980,The Revenant,2015-12-25,FOXA,"Thriller, Action, Adventure",523744517df75645998c799f5bc2891a,facebook,search_term,t,101,7769,"['Thriller', 'Action', 'Adventure']",Thriller,2015,5,135000000.0,20th Century Fox,R,Not Original,No,183637894,Thriller,1.122327634797407,HighBudget,0.2931151976392074,2,7,Top100,5
239,20267,Pete's Dragon,2016-08-12,DIS,"Adventure, Family",8ba4f97adc21fcd56a41ed0330d6a383,instagram,page,t,101,7769,"['Adventure', 'Family']",Adventure,2016,6,65000000.0,Walt Disney Pictures,PG,Remake,No,143700000,Adventure,0.03085266502076906,HighBudget,0.07059119644267642,2,4,Top5,6
240,59468,Tag,2018-06-15,T,Comedy,b7e7c52732fb7a650308dac184fc5488,twitter,search_term,t,101,7769,['Comedy'],Comedy,2018,8,28000000.0,Warner Bros.,R,Not Original,No,54730625,Comedy,-0.5512065793659212,MediumBudget,-0.41068528304423974,3,1,Top5,5
241,59212,12 Strong,2018-01-19,T,"War, Drama",c8ae3f780ccfd220d9280b933bd0be96,twitter,search_term,t,101,7769,"['War', 'Drama']",War,2018,8,35000000.0,Warner Bros.,R,Not Original,No,45819713,Documentary,-0.4493616663929929,MediumBudget,-0.45553815947992066,3,1,Top5,5
242,69159,"I, Tonya",2017-12-08,,"Biography, Drama, Sport",6ed853a5792ebf15c0158f1035771755,twitter,search_term,t,101,7769,"['Biography', 'Drama', 'Sport']",Biography,2017,7,11000000.0,Neon Films,R,Not Original,No,30014534,Documentary,-0.7946350657056891,MediumBudget,-0.5314029814222825,3,814,Top100+,5
243,15903,Snowden,2016-09-16,,"Drama, Thriller, Action, Biography",c3808d099c7b47eacab856794bfb2bbf,twitter,search_term,t,101,7769,"['Drama', 'Thriller', 'Action', 'Biography']",Drama,2016,6,50000000.0,Open Road Films,R,Not Original,No,21587519,Drama,-0.19747938793357722,HighBudget,-0.5724851289348134,2,223,Top100+,5
244,82305,The Sun Is Also a Star,2019-05-17,T,Drama,99a63730a57c000de2a18b1f68967236,facebook,page,t,101,7769,['Drama'],Drama,2019,9,9000000.0,Warner Bros.,PG-13,Not Original,No,6800000,Drama,-0.8299735043127277,MediumBudget,-0.6525522493395729,4,1,Top5,0
245,13263,Captain Marvel,2019-03-08,DIS,"Action, Adventure, Sci Fi",166b5d067c67f93655dd1102891eeedc,twitter,search_term,t,101,7769,"['Action', 'Adventure', 'Sci Fi']",Action,2019,9,175000000.0,Walt Disney Pictures,PG-13,Not Original,Yes,426829839,Action,1.5422167873995754,HighBudget,1.4240265898415292,4,4,Top5,7
246,59476,Mamma Mia! Here We Go Again,2018-07-20,CMCSA,Musical,091ab0564d1a4fd570aa11fb6192b0c9,facebook,search_term,t,101,7769,['Musical'],Musical,2018,8,75000000.0,Universal Pictures,PG-13,Not Original,Yes,615700000,Family,0.1326092644930036,HighBudget,2.41294153259339,3,3,Top5,7
247,48244,The Possession of Hannah Grace,2018-11-30,,Horror,b08241fc2321bba2a739253426790b8e,facebook,search_term,t,101,7769,['Horror'],Horror,2018,8,6000000.0,Sony Pictures,R,Original,No,14836174,Horror,-0.8712905914032353,MediumBudget,-0.6114931108119224,3,193,Top100+,3
248,60835,The Call,2013-03-15,,Thriller,e6d8cffbf5965e04dcf1b7835edbcbd5,facebook,page,t,101,7769,['Thriller'],Thriller,2013,3,13000000.0,Tri-Star Pictures,R,Not Original,No,51872378,Thriller,-0.7547096863555354,MediumBudget,-0.40472995343654794,1,44,Top100,5
249,10615,Beyond the Lights,2014-11-14,,Drama,35d3e3f519e30fa11049bed4be188deb,instagram,page,t,101,6766,['Drama'],Drama,2014,4,7000000.0,Relativity Media,PG-13,Original,No,14618727,Drama,-0.8505589956863361,MediumBudget,-0.6081208923178021,1,8,Top100,9
250,61085,Non-Stop,2014-02-28,CMCSA,"Thriller, Action",b7c2f10b58432c54eb484ab302dde252,facebook,page,t,101,7769,"['Thriller', 'Action']",Thriller,2014,4,50000000.0,Universal Pictures,PG-13,Original,No,91742160,Thriller,-0.18696312197347276,HighBudget,-0.1963568502160028,1,3,Top5,9
251,12992,Me Before You,2016-06-03,T,"Drama, Romance",3c0b370edcde05b51de8b2db1875db4c,instagram,page,t,101,6766,"['Drama', 'Romance']",Drama,2016,6,20000000.0,Warner Bros.,PG-13,Not Original,No,56245075,Drama,-0.6541434936993668,MediumBudget,-0.3899693567887043,2,1,Top5,0
252,135832,Parasite (2019),2019-11-08,,"Drama, Thriller",938b1a92043a5ed66398990dcebf2973,facebook,page,t,101,7769,"['Drama', 'Thriller']",Drama,2019,9,11800000.0,Neon Films,R,Original,No,266000000,Drama,-0.7899606560187852,MediumBudget,0.6289025072967567,4,814,Top100+,3
253,121663,Blinded By The Light,2019-08-16,,"Comedy, Drama",15dbd112ae1916b4796e8fb49711dca6,facebook,page,t,101,7769,"['Comedy', 'Drama']",Comedy,2019,9,15000000.0,Warner Bros.,PG-13,Not Original,No,18020000,Comedy,-0.7442316865399938,MediumBudget,-0.5970818698277688,4,1,Top5,0
254,43992,White House Down,2013-06-28,,"Action, Drama, Thriller",24ccfde4bddbd9205c4cd03e86965de1,twitter,search_term,t,101,7769,"['Action', 'Drama', 'Thriller']",Action,2013,3,150000000.0,Sony Pictures,PG-13,Original,No,73103784,Action,1.3938354380954232,HighBudget,-0.2895360456307143,1,193,Top100+,9
255,61022,American Hustle,2013-12-13,,"Drama, Thriller, History",66c11b95667cbf1ede874c66660bc498,twitter,handle,t,101,7769,"['Drama', 'Thriller', 'History']",Drama,2013,3,40000000.0,Sony Pictures,R,Not Original,No,150098456,Drama,-0.3312737858777011,MediumBudget,0.1282091169377972,1,193,Top100+,5
256,61005,The Book Thief,2013-11-08,,Drama,34d070115a3dd466aa102ef92aa243f9,facebook,page,t,101,7769,['Drama'],Drama,2013,3,19000000.0,20th Century Fox,PG-13,Not Original,No,21488481,Drama,-0.6606128195985614,MediumBudget,-0.5695819576371273,1,7,Top100,0
257,144115,The Way Back (2020),2020-03-06,T,"Drama, Sport",bee477d7fd1a140b3038e4a9a43763cf,twitter,handle,t,101,7769,"['Drama', 'Sport']",Drama,2020,10,30000000.0,Warner Bros.,R,Original,No,14700000,Drama,-0.5298771421081592,MediumBudget,-0.6134955650130798,5,1,Top5,3
258,60981,Battle of the Year,2013-09-20,,"Music, Drama",ea42e87a80322ef00e267b5f7bf94b3a,instagram,page,t,101,6766,"['Music', 'Drama']",Music,2013,3,20000000.0,Sony Pictures,R,Original,No,8888355,Family,-0.6449300084962163,MediumBudget,-0.6379456709465725,1,193,Top100+,3
259,29414,Kong: Skull Island,2017-03-10,T,"Fantasy, Action, Adventure",ae67539b836c29193b349b25ecc9a17e,twitter,search_term,t,101,7769,"['Fantasy', 'Action', 'Adventure']",Fantasy,2017,7,185000000.0,Warner Bros.,PG-13,Original,Yes,168052812,Fantasy,1.7987742763744727,HighBudget,0.18038098301100572,3,1,Top5,8
260,99094,Missing Link,2019-04-12,,"Animation, Comedy, Adventure",65da2ed03c8b2885cff81bb2192e42a4,facebook,search_term,t,101,7769,"['Animation', 'Comedy', 'Adventure']",Animation,2019,9,100000000.0,United Artists,PG,Original,No,26200000,Family,0.47044406524040233,HighBudget,-0.5566408979555266,4,96,Top100,2
261,66611,Sicario: Day of the Soldado,2018-06-29,,"Action, Drama, Crime",43b561c15d529ee664f2762040677a99,facebook,search_term,t,101,7769,"['Action', 'Drama', 'Crime']",Action,2018,8,35000000.0,Sony Pictures,R,Original,Yes,50065850,Action,-0.4493616663929929,MediumBudget,-0.4341653237718515,3,193,Top100+,2
262,10613,Big Hero 6,2014-11-07,DIS,"Animation, Action, Comedy",2f543cb4ec1fd9cd2b5bf03f243c6e38,twitter,search_term,t,101,7769,"['Animation', 'Action', 'Comedy']",Animation,2014,4,165000000.0,Walt Disney Pictures,PG,Original,No,222527828,Family,1.5877700287370353,HighBudget,0.5019112793621747,1,4,Top5,2
263,85634,Breakthrough (2019),2019-04-17,FOXA,Drama,c4156787472695963813897a64d9a76b,instagram,page,t,101,7769,['Drama'],Drama,2019,9,14000000.0,20th Century Fox,PG,Not Original,No,50400000,Drama,-0.7585219895021161,MediumBudget,-0.4369989029300668,4,7,Top100,1
264,60435,Vampires Suck*,2010-08-18,FOXA,Comedy,9e93e4d3d4c72edc6010914742f5226a,twitter,search_term,t,101,7769,['Comedy'],Comedy,2010,1,20000000.0,20th Century Fox,PG-13,Original,No,81400000,Comedy,-0.623495216122769,MediumBudget,-0.21434230686106717,1,7,Top100,9
265,82310,The Kitchen (2019),2019-09-20,T,"Drama, Crime, Action",f2e2230bab6e2dfb6597f1b06a196e9d,facebook,page,t,101,7769,"['Drama', 'Crime', 'Action']",Drama,2019,9,38000000.0,Warner Bros.,R,Not Original,No,16000000,Drama,-0.41555471841118075,MediumBudget,-0.6070685156935303,4,1,Top5,5
266,99093,The Prodigy,2019-02-08,,Horror,c543d838f9e9f0584a2bbd63f5823266,twitter,handle,t,101,7769,['Horror'],Horror,2019,9,6000000.0,Orion Pictures,R,Original,No,14856291,Horror,-0.8728444131990946,LowBudget,-0.6127228804244631,4,386,Top100+,3
267,101657,The Curse of La Llorona,2019-04-19,T,Horror,4d292695dfea6216fc522f72def0c237,facebook,search_term,t,101,7769,['Horror'],Horror,2019,9,9000000.0,Warner Bros.,R,Original,No,54733739,Horror,-0.8299735043127277,MediumBudget,-0.4155733996292552,4,1,Top5,3
268,134154,Lady and the Tramp,2019-11-12,DIS,"Drama, Comedy, Adventure",d29d94063a286689fb92c7105b73c7e4,twitter,search_term,t,101,7769,"['Drama', 'Comedy', 'Adventure']",Drama,2019,9,60000000.0,Walt Disney Pictures,PG,Remake,No,187000000,Drama,-0.10116805324448999,HighBudget,0.23833566403182602,4,4,Top5,6
269,21184,A Cure for Wellness,2017-02-17,FOXA,"Action, Drama, Mystery, Horror",ebf83ede0012fe46dc071756961ce562,facebook,search_term,t,101,7769,"['Action', 'Drama', 'Mystery', 'Horror']",Action,2017,7,40000000.0,20th Century Fox,R,Original,No,26600000,Action,-0.36240017526372675,MediumBudget,-0.5490097683350773,3,7,Top100,3
270,10564,Dawn of the Planet of the Apes,2014-07-11,FOXA,"Action, Adventure, Drama",c325d4428a2f1aa53c52a283b99d7c98,twitter,search_term,t,101,7769,"['Action', 'Adventure', 'Drama']",Action,2014,4,170000000.0,20th Century Fox,PG-13,Original,Yes,208545589,Action,1.664932339594,HighBudget,0.42725973670696493,1,7,Top100,8
